,Customer Type,Type of Travel,satisfaction,Gender,Class,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
137,Loyal Customer,Business travel,satisfied,Female,Business,41.0,3046.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0
138,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,7.0,516.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,0.0,0.0
139,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,48.0,759.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,2.0,1.0
140,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco,13.0,1400.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0
141,Loyal Customer,Business travel,satisfied,Female,Business,48.0,491.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0
142,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,49.0,134.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,8.0,3.0
143,disloyal Customer,Business travel,satisfied,Male,Business,26.0,900.0,5.0,5.0,5.0,3.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,0.0
144,Loyal Customer,Business travel,satisfied,Male,Business,22.0,3648.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,0.0,0.0
145,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,53.0,3769.0,3.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,180.0,178.0
146,Loyal Customer,Business travel,satisfied,Female,Eco,43.0,563.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0
147,Loyal Customer,Business travel,satisfied,Male,Business,56.0,3131.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0
148,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,69.0,631.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,1.0,5.0,1.0,0.0,0.0
149,Loyal Customer,Personal Travel,satisfied,Male,Eco,59.0,351.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,5.0,4.0,2.0,4.0,1.0,0.0,0.0
150,Loyal Customer,Business travel,satisfied,Female,Business,56.0,1189.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,9.0,0.0
151,Loyal Customer,Personal Travel,satisfied,Male,Eco,11.0,562.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,1.0,2.0,3.0,0.0,0.0
152,Loyal Customer,Business travel,satisfied,Female,Eco,25.0,1874.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,1.0,4.0,86.0,78.0
153,disloyal Customer,Business travel,satisfied,Female,Eco,29.0,158.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
154,Loyal Customer,Business travel,satisfied,Female,Eco,48.0,95.0,5.0,3.0,3.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,0.0,0.0
155,Loyal Customer,Business travel,satisfied,Female,Business,42.0,266.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0
156,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,15.0,449.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,0.0,0.0
157,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,49.0,1416.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,0.0,0.0
158,Loyal Customer,Business travel,satisfied,Male,Business,41.0,2388.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,29.0,18.0
159,Loyal Customer,Business travel,satisfied,Male,Business,43.0,1678.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,0.0,0.0
160,Loyal Customer,Business travel,satisfied,Male,Business,60.0,1972.0,5.0,5.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0
161,Loyal Customer,Personal Travel,satisfied,Female,Eco,42.0,337.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0
162,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,8.0,253.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,0.0,0.0
163,Loyal Customer,Business travel,satisfied,Female,Eco,42.0,212.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,82.0,72.0
164,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco Plus,18.0,342.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,32.0,41.0
165,Loyal Customer,Business travel,satisfied,Male,Business,47.0,3556.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0
166,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,27.0,191.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,3.0,5.0,16.0,12.0
167,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,67.0,693.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,100.0,91.0
168,disloyal Customer,Business travel,satisfied,Male,Business,38.0,641.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,5.0,4.0,3.0,5.0,2.0,0.0,0.0
169,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,20.0,471.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,0.0,0.0
170,Loyal Customer,Business travel,satisfied,Female,Business,60.0,3823.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,0.0
171,disloyal Customer,Business travel,satisfied,Male,Business,23.0,282.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,9.0,1.0
172,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,25.0,544.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,0.0,0.0
173,Loyal Customer,Business travel,satisfied,Female,Business,38.0,2955.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0
174,Loyal Customer,Business travel,satisfied,Female,Business,40.0,2806.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0
175,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,19.0,587.0,3.0,4.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,5.0,4.0,4.0,1.0,0.0,0.0
176,Loyal Customer,Business travel,satisfied,Female,Business,61.0,2073.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,0.0
177,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,44.0,1249.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,25.0,6.0
178,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,22.0,284.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,34.0,35.0
179,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,8.0,946.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,0.0
180,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,45.0,3947.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,25.0,16.0
181,Loyal Customer,Personal Travel,satisfied,Male,Eco,46.0,895.0,4.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,40.0,25.0
182,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,54.0,1634.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,90.0,77.0
183,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,62.0,588.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0
184,Loyal Customer,Business travel,satisfied,Female,Business,25.0,2533.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0
185,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,32.0,641.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,2.0,0.0,0.0
186,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,65.0,581.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0
187,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,40.0,223.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,2.0,0.0,0.0
188,Loyal Customer,Business travel,satisfied,Female,Eco Plus,30.0,326.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,0.0,0.0
189,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,67.0,599.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0
190,Loyal Customer,Business travel,satisfied,Male,Business,51.0,2075.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0
191,Loyal Customer,Business travel,satisfied,Female,Business,47.0,964.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0
192,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,38.0,599.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,8.0,0.0
193,Loyal Customer,Business travel,satisfied,Male,Business,54.0,3138.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0
194,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,57.0,251.0,1.0,5.0,0.0,5.0,3.0,2.0,3.0,1.0,0.0,3.0,5.0,1.0,3.0,0.0,4.0
195,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,13.0,1119.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0
196,disloyal Customer,Business travel,satisfied,Female,Eco,20.0,337.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0
197,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,45.0,759.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,23.0,94.0
198,Loyal Customer,Business travel,satisfied,Female,Business,51.0,2344.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
199,disloyal Customer,Business travel,satisfied,Male,Business,25.0,296.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0
200,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,39.0,1005.0,1.0,4.0,2.0,3.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,168.0,163.0
201,Loyal Customer,Business travel,satisfied,Female,Business,46.0,580.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,18.0,16.0
202,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco,53.0,359.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0
203,Loyal Customer,Personal Travel,satisfied,Female,Eco,61.0,1217.0,0.0,4.0,0.0,1.0,5.0,5.0,5.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
204,Loyal Customer,Business travel,satisfied,Female,Eco Plus,61.0,384.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,96.0,102.0
205,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,16.0,2586.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,45.0,42.0
206,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,44.0,2903.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0
207,Loyal Customer,Business travel,satisfied,Female,Business,17.0,3170.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,16.0,0.0
208,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,50.0,1276.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,35.0,49.0
209,disloyal Customer,Business travel,satisfied,Female,Business,40.0,825.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,0.0,4.0
210,Loyal Customer,Business travel,satisfied,Male,Business,47.0,2204.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,6.0,0.0
211,Loyal Customer,Business travel,satisfied,Female,Business,80.0,3464.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0
212,Loyal Customer,Personal Travel,satisfied,Female,Eco,38.0,562.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0
213,Loyal Customer,Personal Travel,satisfied,Male,Eco,31.0,404.0,5.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0
214,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,59.0,1199.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0,15.0
215,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,22.0,1968.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,0.0,0.0
216,Loyal Customer,Business travel,satisfied,Female,Business,53.0,2560.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0
217,Loyal Customer,Business travel,satisfied,Female,Eco Plus,56.0,308.0,4.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0
218,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,48.0,362.0,4.0,4.0,5.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,0.0,0.0
219,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,38.0,1562.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,25.0
220,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,64.0,129.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,1.0,13.0,9.0
221,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,67.0,591.0,2.0,4.0,2.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,0.0,0.0
222,Loyal Customer,Business travel,satisfied,Female,Business,62.0,3692.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,0.0,0.0
223,Loyal Customer,Business travel,satisfied,Male,Business,57.0,1859.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,16.0,15.0
224,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,27.0,986.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,24.0,32.0
225,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,25.0,1024.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,13.0,11.0
226,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,52.0,919.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,85.0,72.0
227,Loyal Customer,Business travel,satisfied,Female,Eco Plus,45.0,576.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0
228,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,23.0,423.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,6.0,13.0
229,Loyal Customer,Business travel,satisfied,Male,Eco,55.0,1416.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,0.0
230,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,53.0,1464.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
231,Loyal Customer,Personal Travel,satisfied,Female,Eco,9.0,715.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,11.0,4.0
232,Loyal Customer,Business travel,satisfied,Male,Business,33.0,541.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,86.0,85.0
233,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,64.0,293.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0
234,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,8.0,2092.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,26.0,23.0
235,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,34.0,1053.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,34.0,15.0
236,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,59.0,2521.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,2.0,3.0,2.0,5.0,2.0,5.0,0.0,2.0
237,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,13.0,2544.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0
238,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,44.0,158.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,5.0,2.0,0.0,0.0
239,Loyal Customer,Business travel,satisfied,Male,Business,54.0,1741.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0
240,Loyal Customer,Business travel,satisfied,Male,Business,36.0,2651.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,10.0,0.0
241,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,11.0,760.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,102.0,88.0
242,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,32.0,1036.0,1.0,5.0,1.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,12.0,9.0
243,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco,42.0,2586.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0
244,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,27.0,1081.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,4.0,0.0
245,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,33.0,646.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,0.0
246,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,28.0,308.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0
247,Loyal Customer,Personal Travel,satisfied,Male,Eco,44.0,227.0,4.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0
248,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,49.0,1754.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,33.0,28.0
249,Loyal Customer,Business travel,satisfied,Male,Business,59.0,2176.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0
250,disloyal Customer,Business travel,satisfied,Male,Business,20.0,271.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0
251,Loyal Customer,Business travel,satisfied,Female,Business,46.0,1522.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0
252,Loyal Customer,Business travel,satisfied,Male,Eco,36.0,325.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0
253,Loyal Customer,Business travel,satisfied,Female,Business,62.0,3217.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,19.0,16.0
254,Loyal Customer,Business travel,satisfied,Male,Business,59.0,1491.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,15.0,14.0
255,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,29.0,331.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,0.0,0.0
256,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,41.0,371.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,35.0,30.0
257,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,7.0,727.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,4.0,0.0,0.0
258,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Business,65.0,1249.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,40.0,44.0
259,Loyal Customer,Business travel,satisfied,Male,Business,50.0,2614.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,0.0,9.0
260,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,20.0,951.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,1.0,4.0,2.0,57.0,41.0
261,Loyal Customer,Business travel,satisfied,Female,Business,58.0,2498.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0
262,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,45.0,545.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,14.0,20.0
263,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco Plus,46.0,1838.0,1.0,5.0,1.0,3.0,5.0,1.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,0.0,0.0
264,Loyal Customer,Business travel,satisfied,Female,Business,43.0,3724.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,19.0,7.0
265,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,26.0,280.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,6.0
266,Loyal Customer,Business travel,satisfied,Male,Eco Plus,41.0,641.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,0.0,0.0
267,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,50.0,488.0,3.0,5.0,3.0,1.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,0.0,0.0
268,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Business,38.0,1237.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,0.0
269,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,38.0,1062.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,0.0,0.0
270,Loyal Customer,Business travel,satisfied,Female,Business,55.0,2699.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,3.0
271,Loyal Customer,Business travel,satisfied,Female,Business,49.0,679.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,51.0,71.0
272,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,33.0,423.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,0.0,5.0
273,Loyal Customer,Business travel,satisfied,Female,Business,57.0,4817.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,0.0,19.0
274,Loyal Customer,Business travel,satisfied,Female,Business,35.0,3833.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,3.0
275,Loyal Customer,Business travel,satisfied,Female,Business,40.0,2559.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0
276,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco Plus,37.0,373.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0
